AccountAddress,ValidatorAddress,TotalStake
account_rdx16y0tuf9vyc8vj2lyt9s596u4vjn0e0g4nv0y44vhkacv7w0qthuh3z,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,12000000.0
account_rdx1686dqdyg6qvkcttqu6kspvltperaenl7c8ef0tcpeczahk7a296nvd,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,4050000.0
account_rdx16ympypu5flyryrp360xpkj7svh75yqt9twg3hmkkxdpk79r97t6ln9,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,4000000.0
account_rdx168hpuepvs6qgrzeg9hvwmeea9f0nj0wsgmtl0t085qjk3p5j55xdm9,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,3900000.0
account_rdx16y0rueqqkyvkhc0cyr2x7cdktdkpy4dzhmzxja5xtwnw76fu3pfjpa,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,3752270.1215009107
account_rdx16ytpkj9av6jtaetcrspk02jf7kge8mhap7vu4gzqs5hl369u4sggag,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,3000000.0
account_rdx169c0rtcg82l3vqrmvxd4cvzdp2ufkcfctcngpelgwwzn2gu9ruydmf,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,2700000.0
account_rdx16x05pwge28qd2ah630pss5jdy099g8z7a4w7m78w9aeqkm2a6xfjfu,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,2062000.0
account_rdx169lr227xdfhvnrckxypw56fhfckyw5hjrhmfr8k2wah46jrq8g2w2q,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,2000000.0
account_rdx16ym3pg2evcp3rm6v8glq9ll96k08hzf8gkuv2wmep56sqzrz70w9de,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,1459000.0
account_rdx169wmrcer4zzgrndvkfr5fspm6s2t7cuuad9l2gqdzq397rsu3n2dyd,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,1000000.0
account_rdx16872qlxchfr0wwyqum5ym3yuc4e8ss873su95y6jg2ekczmgpz8yf9,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,1000000.0
account_rdx169kq4ma0kra6mxj033azqetvpakxsgd4f367wjp2auteuksclg7sfu,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,959000.0
account_rdx168evymwhuz6se3w3v889g36rq2304rfg3dmdfz6uv3xlyjr0z77zue,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,734100.0
account_rdx12xdpxkvnu99k56mt2mz2werha5nq98v4t2cffzrtv2yghc36rg0qfz,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,546119.46
account_rdx128wgvc6dw9jwnxeehs5d728mzhyhuwxwqrxw2yhd5qch7h75fvsnaf,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,542900.0
account_rdx1698ft7xfrf5g3le9wwpx9alj8rjmh25grd3wtv0dmjcwg30hlan9ye,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,535884.0
account_rdx128l87v002wp23hjy9jzky2z0ncu4hwlj82sklke5mzmyxxg2430psf,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,465710.0
account_rdx16806tszy6h3zenmfj200c49r2hvfjcy7hukwxlc35g4z3dgpdu5d30,validator_rdx1sd6n65sx0thvfzfp6x0jp4qgwxtudpx575wpwqespdlva2wldul9xk,400789.0
