AccountAddress,ValidatorAddress,TotalStake
rdx1qspwwdf6v47z9vh8k4r5we28e2dndt2fp48sae6fljt2s82c2hnz0ksdysg7q,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,99999
rdx1qspk3mznu8y00qyfy8af3szuw4t97mmysre05ztkrzxutw3pwjg0ewcj7jz2w,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,1000
rdx1qsplk8hz00nygu7c5h8h4tvytxjf6c6jpcurahr4gwee33uqvgm7feguttu8l,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,6500
rdx1qspepevu9hcgshzt6wjarrgrhqp3w4sm8n0u2qkdmkyjs7hhqj6ejqsa0ysu3,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,30000
rdx1qspr6z04ykw4fcc6krgk5mkjc5p749eve5z8wcyahzxa80sny3u7mpgcq90wh,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,1500
rdx1qsphyz8fpte0sk4sy0qy99usnw8xf6n347r3lugx9fgtx23ew4dtndsj34f3q,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,2100
rdx1qspfgkv69n4wgsex82gmfjp7hdkr8sdu8yhnyj54xrtf6fsmkdhvjwg8dq9ww,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,1050
rdx1qsprn6kvvslhr75q9xektst3swhh4plkpy94lq52fmdazyv662ajyqgt34k3k,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,36000
rdx1qspnqa4wk9w0fuvvynj6th3je7nuv94h9jucqsvtqv6pg2t76reyfdss7cs7t,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,1730
rdx1qsp4jmw48nrgxudkypdca8lal6m76fy6clgmed8p0s2wxp4h3casecqfp34q2,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,9400
rdx1qspcazd30s5nhjnxp229xuk6rvu0gez5p40g9scle5uczjsj8re09nchp526m,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,14800
rdx1qsp7ymsfcgpmg2763mysw32ch7y5wqnx8lhpgutnvpp0tvz4tj03s8sfqqa7l,rv1qvdtttvdk4q4vtx4zh2h7752mg7ku9t9cpxk8ul4tw8qwtqztmuh5r9as40,65300
